pair,record,side,shot,tilt,photo_file,marks,size_note,width,height
סטודיו 1200_sidea_shot1_tilt0-1,סטודיו 1200,a,1,0-1,סטודיו 1200_sideA_shot1_tilt0-1.JPG,6,resized,3024,4032
סטודיו 1200_sidea_shot2_tilt1-2,סטודיו 1200,a,2,1-2,סטודיו 1200_sideA_shot2_tilt1-2.JPG,6,resized,3024,4032
סטודיו 1200_sideb_shot1_tilt2-2,סטודיו 1200,b,1,2-2,סטודיו 1200_sideB_shot1_tilt2-2.JPG,10,resized,3024,4032
סטודיו 1200_sideb_shot2_tilt1-2,סטודיו 1200,b,2,1-2,סטודיו 1200_sideB_shot2_tilt1-2.JPG,10,resized,3024,4032
סיפורי לילה טוב_sidea_shot1_tilt2-2,סיפורי לילה טוב,a,1,2-2,סיפורי לילה טוב_sideA_shot1_tilt2-2.JPG,11,resized,3024,4032
סיפורי לילה טוב_sidea_shot2_tilt0-2,סיפורי לילה טוב,a,2,0-2,סיפורי לילה טוב_sideA_shot2_tilt0-2.JPG,6,resized,3024,4032
סיפורי לילה טוב_sideb_shot1_tilt3-1,סיפורי לילה טוב,b,1,3-1,סיפורי לילה טוב_sideB_shot1_tilt3-1.JPG,5,resized,3024,4032
סיפורי לילה טוב_sideb_shot2_tilt0-2,סיפורי לילה טוב,b,2,0-2,סיפורי לילה טוב_sideB_shot2_tilt0-2.JPG,2,resized,3024,4032
עוד שירי משחק_sidea_shot1_tilt3-2,עוד שירי משחק,a,1,3-2,עוד שירי משחק_sideA_shot1_tilt3-2.JPG,9,resized,3024,4032
עוד שירי משחק_sidea_shot2_tilt1-2,עוד שירי משחק,a,2,1-2,עוד שירי משחק_sideA_shot2_tilt1-2.jpg,4,resized,1704,2272
עוד שירי משחק_sideb_shot1_tilt1-0,עוד שירי משחק,b,1,1-0,עוד שירי משחק_sideB_shot1_tilt1-0.JPG,7,resized,3024,4032
עוד שירי משחק_sideb_shot2_tilt2-2,עוד שירי משחק,b,2,2-2,עוד שירי משחק_sideB_shot2_tilt2-2.JPG,8,resized,3024,4032
פסטיבל שירי ילדים 3_sidea_shot1_tilt1-0,פסטיבל שירי ילדים 3,a,1,1-0,פסטיבל שירי ילדים 3_sideA_shot1_tilt1-0.JPG,14,resized,3024,4032
פסטיבל שירי ילדים 3_sidea_shot2_tilt1-1,פסטיבל שירי ילדים 3,a,2,1-1,פסטיבל שירי ילדים 3_sideA_shot2_tilt1-1.JPG,16,resized,3024,4032
פסטיבל שירי ילדים 3_sideb_shot1_tilt3-1,פסטיבל שירי ילדים 3,b,1,3-1,פסטיבל שירי ילדים 3_sideB_shot1_tilt3-1.JPG,13,resized,3024,4032
פסטיבל שירי ילדים 3_sideb_shot2_tilt0-2,פסטיבל שירי ילדים 3,b,2,0-2,פסטיבל שירי ילדים 3_sideB_shot2_tilt0-2.JPG,22,resized,3024,4032
ציפי שביט והדרדסים_sidea_shot1_tilt2-2,ציפי שביט והדרדסים,a,1,2-2,ציפי שביט והדרדסים_sideA_shot1_tilt2-2.JPG,20,resized,3024,4032
ציפי שביט והדרדסים_sidea_shot2_tilt1-1,ציפי שביט והדרדסים,a,2,1-1,ציפי שביט והדרדסים_sideA_shot2_tilt1-1.JPG,19,resized,3024,4032
ציפי שביט והדרדסים_sideb_shot1_tilt2-0,ציפי שביט והדרדסים,b,1,2-0,ציפי שביט והדרדסים_sideB_shot1_tilt2-0.JPG,11,resized,3024,4032
ציפי שביט והדרדסים_sideb_shot2_tilt1-2,ציפי שביט והדרדסים,b,2,1-2,ציפי שביט והדרדסים_sideB_shot2_tilt1-2.JPG,20,resized,3024,4032
ציפיטפוט_sidea_shot1_tilt0-2,ציפיטפוט,a,1,0-2,ציפיטפוט_sideA_shot1_tilt0-2.JPG,12,resized,3024,4032
ציפיטפוט_sidea_shot2_tilt1-1,ציפיטפוט,a,2,1-1,ציפיטפוט_sideA_shot2_tilt1-1.JPG,7,resized,3024,4032
ציפיטפוט_sideb_shot1_tilt1-1,ציפיטפוט,b,1,1-1,ציפיטפוט_sideB_shot1_tilt1-1.JPG,5,resized,3024,4032
ציפיטפוט_sideb_shot2_tilt1-2,ציפיטפוט,b,2,1-2,ציפיטפוט_sideB_shot2_tilt1-2.JPG,5,resized,3024,4032
שירי יום הולדת ומעגל_sidea_shot1_tilt2-1,שירי יום הולדת ומעגל,a,1,2-1,שירי יום הולדת ומעגל_sideA_shot1_tilt2-1.JPG,11,resized,3024,4032
שירי יום הולדת ומעגל_sidea_shot2_tilt1-1,שירי יום הולדת ומעגל,a,2,1-1,שירי יום הולדת ומעגל_sideA_shot2_tilt1-1.JPG,5,resized,3024,4032
שירי יום הולדת ומעגל_sideb_shot1_tilt2-0,שירי יום הולדת ומעגל,b,1,2-0,שירי יום הולדת ומעגל_sideB_shot1_tilt2-0.JPG,5,resized,3024,4032
שירי יום הולדת ומעגל_sideb_shot2_tilt0-1,שירי יום הולדת ומעגל,b,2,0-1,שירי יום הולדת ומעגל_sideB_shot2_tilt0-1.JPG,6,resized,3024,4032
שני קוני למל_sidea_shot1_tilt1-3,שני קוני למל,a,1,1-3,שני קוני למל_sideA_shot1_tilt1-3.JPG,2,resized,3024,4032
שני קוני למל_sidea_shot2_tilt2-1,שני קוני למל,a,2,2-1,שני קוני למל_sideA_shot2_tilt2-1.JPG,1,resized,3024,4032
שני קוני למל_sideb_shot1_tilt0-0,שני קוני למל,b,1,0-0,שני קוני למל_sideB_shot1_tilt0-0.JPG,8,resized,3024,4032
שני קוני למל_sideb_shot2_tilt2-0,שני קוני למל,b,2,2-0,שני קוני למל_sideB_shot2_tilt2-0.JPG,5,resized,3024,4032
